"Unique ID","Q2 - Did you switch careers into Data?","Q4 - What Industry do you work in?",Satisfaction_Salary,Satisfaction_WorkLife,Satisfaction_Coworkers,Satisfaction_Management,Satisfaction_Upward,Satisfaction_Learning,"Q7 - How difficult was it for you to break into Data?",Q8_Most_Important_Thing,"Q9 - Male/Female?","Q10 - Current Age","Q11 - Which Country do you live in?","Q12 - Highest Level of Education",Current_Role,min_salary,max_salary,avg_salary,Favorite_Language,Clean_Date,Clean_Ethnicity,Age,Age_Brackets
62a349e6b4da29969c63000c,Yes,"Tech / IT",0.0,0.0,0.0,2.0,2.0,5.0,"Neither easy nor difficult","Good Work/Life Balance",Male,25,India,Bachelors,"Data Analyst",0,40000,20000,"C / C++",2022-06-10,"Asian / Asian American",25,21-25
62a34a03cec54911e9ca6869,Yes,"Tech / IT",1.0,2.0,1.0,5.0,6.0,6.0,"Neither easy nor difficult","Better Salary",Female,29,Nigeria,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"Black / African",29,26-30
62a34ab15d257a28a30d9589,Yes,"Finance / Banking",7.0,5.0,3.0,6.0,4.0,4.0,Difficult,"Good Work/Life Balance",Male,21,Portugal,Masters,"Data Scientist",150000,225000,187500,Python,2022-06-10,"White / Caucasian",21,21-25
62a34abc0f8c8599d5af31c5,Yes,Distribution,5.0,8.0,8.0,7.0,6.0,7.0,"Very Easy","Remote Work",Female,39,"United States",Bachelors,"Data Analyst",66000,85000,75500,SQL,2022-06-10,"Asian / Asian American",39,36-40
62a34b07cec54911e9ca6b6e,No,"Not Specified",0.0,0.0,0.0,0.0,0.0,5.0,"Neither easy nor difficult","Better Salary",Male,25,Turkey,Bachelors,"Student / Job Seeker",0,40000,20000,Python,2022-06-10,"White / Caucasian",25,21-25
62a34b0eb4da29969c6302ce,Yes,"Finance / Banking",7.0,9.0,10.0,6.0,4.0,4.0,"Neither easy nor difficult","Growth & Learning",Female,42,"United States",Masters,Other,86000,105000,95500,R,2022-06-10,"Hispanic / Latino",42,41-50
62a34b1b0f8c8599d5af328b,No,"Tech / IT",10.0,8.0,9.0,10.0,10.0,10.0,Easy,"Better Salary",Male,25,"United States",Bachelors,"Data Analyst",41000,65000,53000,R,2022-06-10,"White / Caucasian",25,21-25
62a34b5b5d257a28a30d96a6,No,"Finance / Banking",8.0,7.0,6.0,6.0,5.0,9.0,"Neither easy nor difficult","Better Salary",Male,22,"United States",Bachelors,"Data Scientist",86000,105000,95500,Python,2022-06-10,"White / Caucasian",22,21-25
62a34b7ebae91e4b8b83076c,No,"Customer Service",1.0,4.0,4.0,3.0,,5.0,Easy,"Better Salary",Male,23,Colombia,"High School","Data Analyst",0,40000,20000,Python,2022-06-10,"Hispanic / Latino",23,21-25
62a34b99cec54911e9ca6e14,Yes,"Retail / E-Commerce",6.0,6.0,6.0,6.0,6.0,6.0,Difficult,"Good Culture",Male,25,Egypt,"High School","Data Engineer",41000,65000,53000,R,2022-06-10,Other,25,21-25
62a34bb0f3072dd892624210,Yes,Consulting,5.0,7.0,7.0,6.0,6.0,7.0,"Neither easy nor difficult","Better Salary",Male,45,Canada,Masters,"Data Engineer",66000,85000,75500,Python,2022-06-10,"White / Caucasian",45,41-50
62a34bd0cf2555431730208b,Yes,Healthcare,7.0,3.0,8.0,6.0,8.0,8.0,Easy,"Good Work/Life Balance",Male,24,"United States",Bachelors,"Data Analyst",66000,85000,75500,SQL,2022-06-10,"White / Caucasian",24,21-25
62a34bd4f408bae018ed57bd,No,"Government / Non-Profit",1.0,9.0,6.0,0.0,0.0,0.0,Difficult,"Better Salary",Male,25,"United States","Not Specified","Student / Job Seeker",0,40000,20000,R,2022-06-10,"Black / African",25,21-25
62a34c66b4da29969c6305af,Yes,Marketing,9.0,8.0,9.0,9.0,8.0,8.0,Difficult,"Good Work/Life Balance",Male,26,"United States",Bachelors,"Data Analyst",66000,85000,75500,Python,2022-06-10,"White / Caucasian",26,26-30
62a34d1ff8f756164585465c,No,"Tech / IT",4.0,7.0,8.0,8.0,5.0,7.0,Easy,"Better Salary",Male,23,Canada,Bachelors,"Data Analyst",41000,65000,53000,R,2022-06-10,"Asian / Asian American",23,21-25
62a34d4118134ddc75ceb0ed,Yes,Entertainment,1.0,1.0,1.0,0.0,0.0,3.0,Difficult,"Remote Work",Female,42,"United Kingdom",Masters,"Student / Job Seeker",0,40000,20000,Python,2022-06-10,"White / Caucasian",42,41-50
62a34da0f408bae018ed5abd,Yes,Education,0.0,0.0,2.0,0.0,0.0,0.0,"Very Difficult","Good Work/Life Balance",Female,42,"United States",Bachelors,Other,41000,65000,53000,R,2022-06-10,"Black / African",42,41-50
62a34dbb5d257a28a30d9a61,No,"Tech / IT",0.0,6.0,5.0,5.0,3.0,1.0,"Neither easy nor difficult","Better Salary",Male,25,India,Masters,"Data Analyst",0,40000,20000,Python,2022-06-10,"Asian / Asian American",25,21-25
62a34e00f8f7561645854954,Yes,"Tech / IT",8.0,10.0,10.0,10.0,2.0,7.0,Easy,"Remote Work",Male,38,"United States",Masters,"Data Analyst",86000,105000,95500,R,2022-06-10,"White / Caucasian",38,36-40
62a34e082e54c9003e534118,No,"Tech / IT",5.0,6.0,6.0,6.0,6.0,4.0,Easy,"Better Salary",Male,24,"Costa Rica",Bachelors,Other,0,40000,20000,Python,2022-06-10,"Hispanic / Latino",24,21-25
62a34eb7bc6861bf3176e6d8,Yes,Education,7.0,10.0,10.0,10.0,8.0,10.0,"Neither easy nor difficult","Good Work/Life Balance",Male,28,"United States",Bachelors,"Data Analyst",66000,85000,75500,R,2022-06-10,"White / Caucasian",28,26-30
62a34f2af8f7561645854c1c,No,Healthcare,1.0,2.0,8.0,7.0,0.0,0.0,Difficult,"Better Salary",Male,21,"United States",Bachelors,"Data Analyst",41000,65000,53000,Python,2022-06-10,"Asian / Asian American",21,21-25
62a34f3bf408bae018ed5e42,Yes,Healthcare,10.0,10.0,10.0,10.0,10.0,10.0,"Very Easy","Good Culture",Male,39,"United States",Masters,"Data Analyst",106000,125000,115500,R,2022-06-10,"White / Caucasian",39,36-40
62a34fa418134ddc75ceb509,Yes,"Tech / IT",4.0,5.0,5.0,5.0,6.0,8.0,Difficult,"Good Work/Life Balance",Male,23,Pakistan,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"Asian / Asian American",23,21-25
62a34fbacec54911e9ca776f,No,"Government / Non-Profit",1.0,6.0,4.0,3.0,5.0,6.0,"Neither easy nor difficult","Good Work/Life Balance",Female,23,Australia,Bachelors,"Data Analyst",0,40000,20000,R,2022-06-10,"White / Caucasian",23,21-25
62a34fc3f3072dd892624a45,Yes,Distribution,8.0,9.0,8.0,7.0,7.0,8.0,"Neither easy nor difficult","Good Work/Life Balance",Male,30,"United States",Masters,"Data Analyst",66000,85000,75500,R,2022-06-10,"White / Caucasian",30,26-30
62a34ff1f408bae018ed601d,No,Manufacturing,2.0,6.0,2.0,3.0,2.0,2.0,Easy,"Better Salary",Male,26,Ireland,Masters,"Data Analyst",41000,65000,53000,Python,2022-06-10,"White / Caucasian",26,26-30
62a34ff4f3072dd892624b32,Yes,Healthcare,3.0,6.0,4.0,6.0,4.0,6.0,"Neither easy nor difficult","Better Salary",Male,37,"United States",Bachelors,"Data Analyst",41000,65000,53000,R,2022-06-10,"White / Caucasian",37,36-40
62a3505bd8c00e9f5419f8df,Yes,Healthcare,3.0,5.0,4.0,5.0,4.0,4.0,"Neither easy nor difficult","Better Salary",Female,31,"United States",Bachelors,"Data Analyst",66000,85000,75500,Python,2022-06-10,"White / Caucasian",31,31-35
62a350f7f3072dd892624d05,Yes,"Finance / Banking",5.0,2.0,4.0,3.0,3.0,3.0,Difficult,"Good Work/Life Balance",Female,25,"South Africa",Bachelors,"Data Analyst",0,40000,20000,"C / C++",2022-06-10,"Black / African",25,21-25
62a35130f3072dd892624d9f,Yes,Healthcare,2.0,6.0,6.0,5.0,4.0,5.0,Easy,"Better Salary",Female,26,Poland,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"White / Caucasian",26,26-30
62a351860a77c1a77f65e86b,Yes,Healthcare,7.0,8.0,8.0,8.0,8.0,7.0,"Very Easy","Better Salary",Male,30,"United States",Bachelors,"Data Analyst",66000,85000,75500,SQL,2022-06-10,"White / Caucasian",30,26-30
62a3519b24a262602738514a,Yes,"Tech / IT",9.0,10.0,10.0,10.0,7.0,9.0,"Neither easy nor difficult","Better Salary",Female,39,"United States",Bachelors,"Data Analyst",66000,85000,75500,Python,2022-06-10,"Black / African",39,36-40
62a35236b4da29969c631214,No,Education,1.0,1.0,1.0,0.0,0.0,2.0,Easy,"Good Work/Life Balance",Female,28,India,Masters,Other,0,40000,20000,Python,2022-06-10,"Asian / Asian American",28,26-30
62a352a32e54c9003e534981,Yes,"Finance / Banking",8.0,8.0,7.0,7.0,10.0,10.0,"Very Easy","Good Work/Life Balance",Male,22,"United States",Bachelors,"Data Analyst",66000,85000,75500,SQL,2022-06-10,"White / Caucasian",22,21-25
62a352f00a77c1a77f65eae7,Yes,"Retail / E-Commerce",3.0,2.0,4.0,2.0,2.0,2.0,"Neither easy nor difficult","Good Culture",Male,28,Mozambique,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"Black / African",28,26-30
62a353372e54c9003e534a40,No,"Tech / IT",8.0,10.0,9.0,7.0,5.0,5.0,"Neither easy nor difficult","Remote Work",Male,33,"United States",Masters,Other,150000,225000,187500,R,2022-06-10,"White / Caucasian",33,31-35
62a353565d257a28a30da59f,Yes,"Finance / Banking",2.0,3.0,3.0,3.0,2.0,4.0,"Neither easy nor difficult","Good Work/Life Balance",Female,22,Egypt,Bachelors,"Data Analyst",0,40000,20000,SQL,2022-06-10,"Asian / Asian American",22,21-25
62a353f07dc029e2d66c1783,No,"Tech / IT",3.0,5.0,5.0,4.0,4.0,5.0,"Neither easy nor difficult","Better Salary",Male,27,India,Bachelors,"Student / Job Seeker",0,40000,20000,Python,2022-06-10,Other,27,26-30
62a3545e0f8c8599d5af474b,Yes,Construction,8.0,8.0,8.0,8.0,10.0,10.0,Easy,"Good Work/Life Balance",Male,37,"United States",Bachelors,"Data Analyst",106000,125000,115500,"Power Query / DAX",2022-06-10,"Not Specified",37,36-40
62a35472cec54911e9ca82bc,No,"Supply Chain",3.0,4.0,5.0,5.0,4.0,3.0,Difficult,"Better Salary",Male,24,"United States",Masters,"Data Analyst",41000,65000,53000,R,2022-06-10,"White / Caucasian",24,21-25
62a354bdb4da29969c631700,No,Healthcare,1.0,4.0,3.0,2.0,0.0,6.0,Difficult,"Better Salary",Male,25,"United Kingdom",Masters,"Data Analyst",41000,65000,53000,R,2022-06-10,"Asian / Asian American",25,21-25
62a354e9cf255543173031ed,No,Healthcare,8.0,10.0,8.0,8.0,9.0,10.0,"Neither easy nor difficult","Good Culture",Male,28,"United States",Masters,"Data Engineer",86000,105000,95500,R,2022-06-10,"Black / African",28,26-30
62a35541f3072dd892625517,Yes,"Energy / Oil & Gas",5.0,5.0,7.0,7.0,7.0,7.0,Easy,"Better Salary",Male,32,"United Kingdom",Bachelors,"Data Analyst",41000,65000,53000,Python,2022-06-10,"White / Caucasian",32,31-35
62a355445d257a28a30dab12,Yes,"Government / Non-Profit",0.0,7.0,7.0,7.0,0.0,7.0,Easy,"Good Culture",Male,29,"United States",Bachelors,"Data Analyst",41000,65000,53000,Python,2022-06-10,"Asian / Asian American",29,26-30
62a35631cf25554317303425,No,Healthcare,7.0,5.0,8.0,6.0,5.0,10.0,Difficult,Other,Female,26,Australia,Masters,"Data Analyst",41000,65000,53000,R,2022-06-10,"White / Caucasian",26,26-30
62a357390a77c1a77f65f189,Yes,"Tech / IT",0.0,7.0,5.0,0.0,0.0,7.0,"Neither easy nor difficult","Remote Work",Male,37,Canada,Masters,"Data Engineer",41000,65000,53000,Python,2022-06-10,"White / Caucasian",37,36-40
62a3578b0a77c1a77f65f279,No,"Supply Chain",4.0,6.0,5.0,4.0,5.0,6.0,"Neither easy nor difficult","Better Salary",Male,25,"United States",Bachelors,"Data Analyst",41000,65000,53000,R,2022-06-10,"White / Caucasian",25,21-25
62a357d30f8c8599d5af4ea3,No,"Finance / Banking",4.0,4.0,5.0,6.0,6.0,0.0,Difficult,"Better Salary",Male,24,Israel,"High School","Data Analyst",0,40000,20000,SQL,2022-06-10,"White / Caucasian",24,21-25
62a3582e575fa3a5ae88e506,No,"Finance / Banking",7.0,8.0,8.0,8.0,7.0,8.0,Easy,"Better Salary",Male,52,"United States",Bachelors,"Data Analyst",125000,150000,137500,SQL,2022-06-10,"White / Caucasian",52,50+
62a35878575fa3a5ae88e5d5,Yes,"Finance / Banking",6.0,10.0,3.0,5.0,0.0,10.0,Difficult,"Good Culture",Male,27,Singapore,Bachelors,"Data Analyst",41000,65000,53000,Python,2022-06-10,"Asian / Asian American",27,26-30
62a35981bae91e4b8b8323dd,No,Healthcare,6.0,6.0,3.0,3.0,3.0,3.0,"Neither easy nor difficult","Better Salary",Female,29,"United States",Masters,"Data Analyst",106000,125000,115500,R,2022-06-10,"White / Caucasian",29,26-30
62a35a2c7dc029e2d66c2519,No,"Tech / IT",3.0,7.0,6.0,7.0,0.0,0.0,Difficult,"Better Salary",Male,42,Brazil,Associates,"Student / Job Seeker",0,40000,20000,Python,2022-06-10,"White / Caucasian",42,41-50
62a35aa2f8d5efcc22f8075d,Yes,"Retail / E-Commerce",3.0,5.0,6.0,4.0,3.0,7.0,Difficult,Other,Male,28,"United States",Masters,"Data Analyst",41000,65000,53000,R,2022-06-10,"White / Caucasian",28,26-30
62a35ababae91e4b8b83269d,Yes,"Tech / IT",8.0,8.0,8.0,8.0,8.0,9.0,"Neither easy nor difficult","Good Work/Life Balance",Male,44,"Costa Rica",Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"Hispanic / Latino",44,41-50
62a35ae0575fa3a5ae88ea98,Yes,"Tech / IT",5.0,5.0,6.0,5.0,6.0,7.0,"Neither easy nor difficult","Remote Work",Male,23,Spain,Bachelors,"Data Engineer",0,40000,20000,Python,2022-06-10,"White / Caucasian",23,21-25
62a35ae87dc029e2d66c279b,No,Entertainment,1.0,2.0,6.0,4.0,2.0,0.0,Easy,"Better Salary",Male,27,"United States",Bachelors,"Data Analyst",41000,65000,53000,R,2022-06-10,"Hispanic / Latino",27,26-30
62a35b13bc6861bf31770188,No,Construction,3.0,3.0,3.0,2.0,2.0,1.0,"Neither easy nor difficult","Good Culture",Male,26,"United States",Masters,"Data Analyst",66000,85000,75500,Python,2022-06-10,"White / Caucasian",26,26-30
62a35b72f408bae018ed76a8,Yes,Healthcare,3.0,4.0,4.0,4.0,1.0,3.0,"Neither easy nor difficult","Better Salary",Male,27,"United States",Masters,"Data Analyst",86000,105000,95500,R,2022-06-10,"Hispanic / Latino",27,26-30
62a35b965d257a28a30db899,Yes,"Retail / E-Commerce",0.0,0.0,7.0,1.0,0.0,9.0,Difficult,"Better Salary",Male,33,Canada,Bachelors,"Data Analyst",66000,85000,75500,Python,2022-06-10,"Asian / Asian American",33,31-35
62a35ba3f3072dd892626068,Yes,Aerospace,8.0,10.0,10.0,10.0,10.0,10.0,Easy,"Better Salary",Male,28,"United States",Bachelors,"Data Analyst",66000,85000,75500,Python,2022-06-10,"Hispanic / Latino",28,26-30
62a35c890a77c1a77f65fdfa,Yes,"Tech / IT",2.0,8.0,8.0,7.0,6.0,9.0,"Neither easy nor difficult","Better Salary",Male,32,Kenya,Bachelors,"Data Analyst",0,40000,20000,R,2022-06-10,"Black / African",32,31-35
62a35d8f575fa3a5ae88efd6,Yes,"Food & Beverage",2.0,4.0,6.0,1.0,1.0,1.0,"Very Difficult","Better Salary",Male,34,Canada,Associates,"Student / Job Seeker",41000,65000,53000,Python,2022-06-10,"Asian / Asian American",34,31-35
62a35d95cf25554317304386,No,"Tech / IT",10.0,10.0,10.0,8.0,10.0,10.0,Easy,"Good Work/Life Balance",Male,28,"United States",Bachelors,"Data Analyst",150000,225000,187500,Python,2022-06-10,"Asian / Asian American",28,26-30
62a35e970a77c1a77f66035a,Yes,"Retail / E-Commerce",2.0,4.0,1.0,3.0,1.0,7.0,"Neither easy nor difficult","Better Salary",Male,27,India,Bachelors,"Data Scientist",125000,150000,137500,Python,2022-06-10,"Asian / Asian American",27,26-30
62a35eabf408bae018ed7cbc,Yes,"Finance / Banking",2.0,4.0,5.0,5.0,4.0,6.0,Difficult,"Better Salary",Male,22,"United States",Bachelors,"Data Engineer",41000,65000,53000,Python,2022-06-10,"White / Caucasian",22,21-25
62a35f0d24a2626027386a8b,No,Healthcare,3.0,3.0,4.0,1.0,2.0,2.0,"Neither easy nor difficult","Better Salary",Male,29,"United States",Masters,"Data Analyst",66000,85000,75500,Python,2022-06-10,"White / Caucasian",29,26-30
62a35f825d257a28a30dc128,No,Healthcare,8.0,10.0,10.0,8.0,5.0,7.0,"Neither easy nor difficult","Good Work/Life Balance",Female,31,"United States",Masters,"Data Analyst",66000,85000,75500,Python,2022-06-10,"White / Caucasian",31,31-35
62a35fa0f8f7561645856c35,No,"Tech / IT",4.0,5.0,5.0,5.0,4.0,4.0,Easy,"Remote Work",Male,28,"United States",Bachelors,"Data Analyst",66000,85000,75500,Python,2022-06-10,"White / Caucasian",28,26-30
62a35fc1f8f7561645856c98,No,Healthcare,0.0,0.0,0.0,0.0,0.0,0.0,"Neither easy nor difficult","Good Work/Life Balance",Male,24,"United States",Masters,"Student / Job Seeker",0,40000,20000,Python,2022-06-10,"Asian / Asian American",24,21-25
62a3602318134ddc75ced6b9,No,"Government / Non-Profit",4.0,5.0,3.0,4.0,2.0,3.0,Easy,"Good Culture",Male,34,"United States",Masters,"Data Analyst",86000,105000,95500,R,2022-06-10,"White / Caucasian",34,31-35
62a360b8f8f7561645856ec4,No,"Tech / IT",5.0,3.0,5.0,5.0,4.0,5.0,Difficult,"Better Salary",Male,23,"United States",Bachelors,"Data Engineer",86000,105000,95500,Python,2022-06-10,"White / Caucasian",23,21-25
62a360dbd8c00e9f541a16cf,No,Construction,10.0,4.0,10.0,10.0,4.0,10.0,"Neither easy nor difficult","Remote Work",Male,32,Belgium,Masters,"Student / Job Seeker",41000,65000,53000,R,2022-06-10,"White / Caucasian",32,31-35
62a36146f8f7561645856ff7,Yes,Healthcare,6.0,8.0,6.0,6.0,8.0,10.0,Easy,"Remote Work",Male,29,Argentina,"High School","Data Analyst",0,40000,20000,R,2022-06-10,"Hispanic / Latino",29,26-30
62a361af0f8c8599d5af6277,Yes,Education,0.0,0.0,0.0,0.0,0.0,0.0,"Very Difficult","Better Salary",Male,34,Nigeria,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"Black / African",34,31-35
62a361cc575fa3a5ae88f908,No,"Finance / Banking",7.0,5.0,5.0,7.0,9.0,10.0,"Very Easy","Remote Work",Male,24,"United Kingdom",Bachelors,"Data Analyst",66000,85000,75500,Python,2022-06-10,"White / Caucasian",24,21-25
62a3620f0f8c8599d5af63a5,No,"Tech / IT",0.0,10.0,6.0,0.0,0.0,0.0,Difficult,"Better Salary",Male,30,"United States",Bachelors,Other,66000,85000,75500,Python,2022-06-10,"Asian / Asian American",30,26-30
62a36251d8c00e9f541a199e,No,Entertainment,5.0,5.0,6.0,4.0,5.0,5.0,Difficult,"Better Salary",Male,24,"United States",Masters,"Data Engineer",86000,105000,95500,Python,2022-06-10,"Hispanic / Latino",24,21-25
62a36275bc6861bf31771183,Yes,Insurance,6.0,8.0,10.0,9.0,7.0,9.0,Easy,"Better Salary",Male,27,"United States",Bachelors,"Data Analyst",41000,65000,53000,Python,2022-06-10,Other,27,26-30
62a3636c2e54c9003e536e6b,No,"Finance / Banking",1.0,2.0,4.0,4.0,4.0,5.0,"Neither easy nor difficult","Better Salary",Male,21,India,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"Asian / Asian American",21,21-25
62a365c2f8d5efcc22f81e2e,No,"Logistics & Warehousing",3.0,5.0,9.0,9.0,,8.0,"Very Difficult",Other,Male,31,"United Arab Emirates",Masters,"Data Analyst",0,40000,20000,Python,2022-06-10,"Black / African",31,31-35
62a365d5d8c00e9f541a20cf,Yes,"Retail / E-Commerce",5.0,7.0,5.0,5.0,5.0,7.0,Difficult,"Better Salary",Male,41,Egypt,Bachelors,"Data Analyst",0,40000,20000,R,2022-06-10,"White / Caucasian",41,41-50
62a3670b575fa3a5ae890422,Yes,"Tech / IT",0.0,1.0,1.0,0.0,0.0,2.0,Difficult,"Better Salary",Male,25,India,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"Asian / Asian American",25,21-25
62a3676bb4da29969c633ac7,No,"Finance / Banking",4.0,7.0,8.0,8.0,8.0,9.0,"Neither easy nor difficult","Growth & Learning",Male,24,Nigeria,Bachelors,"Data Analyst",0,40000,20000,R,2022-06-10,"Black / African",24,21-25
62a36794b4da29969c633b48,No,"Finance / Banking",6.0,5.0,6.0,5.0,6.0,6.0,"Neither easy nor difficult","Better Salary",Male,30,Somalia,Masters,"Data Analyst",0,40000,20000,Python,2022-06-10,"Black / African",30,26-30
62a367d224a2626027387b56,No,"Finance / Banking",7.0,7.0,7.0,,5.0,7.0,"Neither easy nor difficult","Good Work/Life Balance",Male,33,"United States",Bachelors,"Data Analyst",150000,225000,187500,R,2022-06-10,"White / Caucasian",33,31-35
62a367ed18134ddc75cee697,No,"Energy / Oil & Gas",7.0,4.0,10.0,9.0,7.0,10.0,Difficult,"Better Salary",Male,23,"United States",Bachelors,"Data Analyst",66000,85000,75500,R,2022-06-10,"Hispanic / Latino",23,21-25
62a36802f8f7561645857e38,Yes,"Tech / IT",6.0,6.0,6.0,6.0,6.0,6.0,Difficult,"Remote Work",Female,33,"United Kingdom",Masters,"Data Analyst",66000,85000,75500,Python,2022-06-10,"Asian / Asian American",33,31-35
62a3684ebc6861bf31771f15,No,"Finance / Banking",4.0,4.0,4.0,4.0,4.0,4.0,"Neither easy nor difficult","Better Salary",Male,25,"United States",Bachelors,"Data Analyst",106000,125000,115500,Python,2022-06-10,"White / Caucasian",25,21-25
62a3688df8f7561645857f7e,No,"Research & Science",5.0,5.0,5.0,5.0,5.0,5.0,"Neither easy nor difficult","Remote Work",Female,27,Kosovo,Masters,"Data Analyst",0,40000,20000,Python,2022-06-10,"White / Caucasian",27,26-30
62a368ee2e54c9003e537e4a,Yes,"Finance / Banking",5.0,10.0,10.0,8.0,10.0,10.0,"Very Easy","Good Work/Life Balance",Male,30,"United Kingdom",Bachelors,"Data Analyst",0,40000,20000,"C / C++",2022-06-10,"White / Caucasian",30,26-30
62a369280a77c1a77f661ad0,Yes,"Tech / IT",0.0,3.0,,,,6.0,"Neither easy nor difficult","Remote Work",Male,29,Nigeria,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"Black / African",29,26-30
62a36969f8f756164585821d,Yes,Healthcare,10.0,2.0,8.0,5.0,0.0,6.0,Easy,"Better Salary",Male,25,India,Masters,Other,0,40000,20000,Python,2022-06-10,"Asian / Asian American",25,21-25
62a3697ff408bae018ed948b,No,"Retail / E-Commerce",7.0,7.0,5.0,7.0,7.0,7.0,Easy,"Remote Work",Male,40,"United States","High School","Data Analyst",86000,105000,95500,R,2022-06-10,"Hispanic / Latino",40,36-40
62a36ac6cf255543173063d8,No,"Government / Non-Profit",6.0,10.0,8.0,8.0,4.0,4.0,"Neither easy nor difficult","Better Salary",Female,29,Canada,Bachelors,"Data Analyst",41000,65000,53000,R,2022-06-10,"Not Specified",29,26-30
62a36ad1f408bae018ed9793,No,"Not Specified",0.0,3.0,3.0,3.0,3.0,,Difficult,"Remote Work",Male,29,India,Masters,"Data Analyst",41000,65000,53000,Python,2022-06-10,"Asian / Asian American",29,26-30
62a36b6c24a26260273882a2,Yes,Education,1.0,2.0,2.0,3.0,3.0,4.0,"Neither easy nor difficult","Better Salary",Male,28,Nigeria,Masters,"Data Analyst",0,40000,20000,Python,2022-06-10,"Black / African",28,26-30
62a36b862e54c9003e5383c6,No,"Tech / IT",5.0,2.0,0.0,2.0,0.0,0.0,"Neither easy nor difficult","Good Work/Life Balance",Male,34,"United Kingdom",Bachelors,Other,86000,105000,95500,R,2022-06-10,"White / Caucasian",34,31-35
62a36d12f8d5efcc22f82cd8,No,"Tech / IT",0.0,4.0,7.0,6.0,7.0,8.0,Easy,"Growth & Learning",Male,24,Belgium,Masters,"Student / Job Seeker",0,40000,20000,Python,2022-06-10,"White / Caucasian",24,21-25
62a36d3124a262602738862c,Yes,"Retail / E-Commerce",5.0,8.0,8.0,9.0,7.0,9.0,"Very Easy","Better Salary",Male,26,Iraq,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,Other,26,26-30
62a36e470a77c1a77f662470,No,"Tech / IT",10.0,5.0,10.0,10.0,6.0,10.0,Difficult,"Good Work/Life Balance",Male,28,"United States",Bachelors,"Data Analyst",125000,150000,137500,Python,2022-06-10,"Hispanic / Latino",28,26-30
62a36e7024a262602738890a,No,Education,5.0,4.0,4.0,4.0,5.0,5.0,Difficult,"Good Work/Life Balance",Male,25,Germany,Masters,"Student / Job Seeker",0,40000,20000,R,2022-06-10,"White / Caucasian",25,21-25
62a36fe67dc029e2d66c5303,Yes,"Tech / IT",1.0,4.0,9.0,7.0,8.0,10.0,Easy,"Better Salary",Male,33,Colombia,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"Hispanic / Latino",33,31-35
62a3701f575fa3a5ae89164e,Yes,"Finance / Banking",4.0,4.0,6.0,3.0,4.0,0.0,"Neither easy nor difficult","Remote Work",Male,30,Ireland,Masters,"Data Analyst",66000,85000,75500,Python,2022-06-10,"White / Caucasian",30,26-30
62a370635d257a28a30de5eb,Yes,"Finance / Banking",1.0,1.0,1.0,1.0,1.0,1.0,"Very Difficult","Better Salary",Male,35,India,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"Asian / Asian American",35,31-35
62a37128d8c00e9f541a39dd,No,Automotive,5.0,2.0,5.0,5.0,3.0,4.0,Difficult,"Better Salary",Male,25,Romania,Bachelors,"Data Analyst",0,40000,20000,R,2022-06-10,"White / Caucasian",25,21-25
62a3715124a2626027388f02,No,"Legal & Public Sector",4.0,7.0,9.0,5.0,2.0,8.0,Easy,"Better Salary",Male,23,Spain,Bachelors,"Data Analyst",0,40000,20000,Python,2022-06-10,"White / Caucasian",23,21-25
62a37222cf2555431730732d,No,Healthcare,6.0,6.0,6.0,5.0,4.0,7.0,"Neither easy nor difficult","Good Work/Life Balance",Male,24,Mexico,Bachelors,"Data Engineer",0,40000,20000,Python,2022-06-10,"Hispanic / Latino",24,21-25
62a373efbc6861bf3177360b,Yes,Education,8.0,9.0,9.0,7.0,6.0,6.0,"Neither easy nor difficult","Better Salary",Male,27,"United States",Masters,"Data Analyst",150000,225000,187500,SQL,2022-06-10,"Black / African",27,26-30
62a3759e5d257a28a30def3a,Yes,Manufacturing,4.0,10.0,10.0,8.0,5.0,6.0,"Neither easy nor difficult","Remote Work",Male,32,"United States",Bachelors,"Data Analyst",66000,85000,75500,Python,2022-06-10,"Asian / Asian American",32,31-35
62a3777624a262602738997e,Yes,"Tech / IT",3.0,5.0,4.0,4.0,4.0,4.0,"Neither easy nor difficult","Good Work/Life Balance",Male,50,Canada,Bachelors,"Data Analyst",41000,65000,53000,Python,2022-06-10,"White / Caucasian",50,41-50
62a377987dc029e2d66c638d,Yes,"Consumer Goods",7.0,7.0,8.0,9.0,10.0,10.0,"Neither easy nor difficult","Remote Work",Male,29,"United States","High School","Data Architect / Database Administrator",66000,85000,75500,Python,2022-06-10,"White / Caucasian",29,26-30
